Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6181,US-2017-106180,2017-05-16,2017-05-20,Standard Class,CU-16180,Michael Thomas,Consumer,United States,Pittsburgh,Pennsylvania,Central,FUR-91231,Furniture,Bookcases,Bookcases Model 329,1394.77,4,0.3,110.48
6182,US-2020-106181,2020-11-03,2020-11-06,First Class,CU-16181,Susan Jackson,Corporate,United States,Atlanta,Georgia,Central,OFF-54001,Office Supplies,Appliances,Appliances Model 300,143.85,7,0.3,25.37
6183,US-2017-106182,2017-01-29,2017-02-03,Standard Class,CU-16182,Christopher Miller,Consumer,United States,Miami,Florida,South,TEC-89028,Technology,Accessories,Accessories Model 121,2079.19,5,0.0,121.2
6184,US-2018-106183,2018-10-04,2018-10-05,Standard Class,CU-16183,Lisa Anderson,Corporate,United States,Detroit,Michigan,West,FUR-92357,Furniture,Chairs,Chairs Model 335,1105.43,4,0.3,92.04
6185,US-2018-106184,2018-07-10,2018-07-11,Standard Class,CU-16184,James Anderson,Corporate,United States,Philadelphia,Pennsylvania,West,TEC-24704,Technology,Phones,Phones Model 430,1938.11,7,0.3,529.41
6186,US-2017-106185,2017-12-11,2017-12-18,Standard Class,CU-16185,Lisa Anderson,Consumer,United States,Tucson,Arizona,South,FUR-99587,Furniture,Bookcases,Bookcases Model 285,2024.03,8,0.1,-42.14
6187,US-2020-106186,2020-07-01,2020-07-04,Same Day,CU-16186,Mary Smith,Consumer,United States,Cleveland,Ohio,West,FUR-35660,Furniture,Furnishings,Furnishings Model 703,2416.51,8,0.1,221.01
6188,US-2018-106187,2018-12-30,2019-01-03,Second Class,CU-16187,David Harris,Corporate,United States,Savannah,Georgia,Central,TEC-59287,Technology,Machines,Machines Model 322,746.5,3,0.1,163.3
6189,US-2017-106188,2017-07-24,2017-07-29,Second Class,CU-16188,Jennifer Williams,Corporate,United States,Tucson,Arizona,West,FUR-47489,Furniture,Chairs,Chairs Model 186,1581.4,6,0.1,38.35
6190,US-2019-106189,2019-04-27,2019-04-28,Standard Class,CU-16189,Barbara Brown,Corporate,United States,Pittsburgh,Pennsylvania,Central,TEC-82726,Technology,Copiers,Copiers Model 476,1572.13,4,0.0,283.07
6191,US-2018-106190,2018-12-24,2018-12-28,Standard Class,CU-16190,William Davis,Consumer,United States,San Diego,California,West,FUR-47732,Furniture,Chairs,Chairs Model 311,816.26,3,0.1,168.8
6192,US-2017-106191,2017-06-25,2017-06-27,Standard Class,CU-16191,Nancy Thomas,Consumer,United States,Chicago,Illinois,Central,TEC-40898,Technology,Phones,Phones Model 904,470.21,5,0.0,60.17
6193,US-2020-106192,2020-07-20,2020-07-25,Second Class,CU-16192,William Williams,Consumer,United States,Orlando,Florida,Central,OFF-82683,Office Supplies,Supplies,Supplies Model 568,152.17,5,0.0,18.33
6194,US-2018-106193,2018-06-27,2018-07-02,First Class,CU-16193,Michael Jackson,Consumer,United States,Tucson,Arizona,East,FUR-65413,Furniture,Furnishings,Furnishings Model 354,222.59,1,0.3,6.82
6195,US-2019-106194,2019-09-23,2019-09-24,Standard Class,CU-16194,Richard Wilson,Home Office,United States,Philadelphia,Pennsylvania,West,FUR-80055,Furniture,Bookcases,Bookcases Model 135,1926.17,5,0.1,40.17
6196,US-2019-106195,2019-12-18,2019-12-19,Standard Class,CU-16195,Patricia Brown,Consumer,United States,Raleigh,North Carolina,East,TEC-41028,Technology,Machines,Machines Model 664,577.26,3,0.0,145.15
6197,US-2019-106196,2019-07-27,2019-08-01,Standard Class,CU-16196,Charles Thomas,Consumer,United States,New York City,New York,Central,FUR-24865,Furniture,Furnishings,Furnishings Model 397,999.81,4,0.1,23.46
6198,US-2017-106197,2017-02-03,2017-02-04,Second Class,CU-16197,Charles Harris,Corporate,United States,Grand Rapids,Michigan,West,FUR-70939,Furniture,Tables,Tables Model 636,5232.55,8,0.0,73.99
6199,US-2017-106198,2017-08-07,2017-08-08,Standard Class,CU-16198,Linda Miller,Consumer,United States,Orlando,Florida,South,TEC-67369,Technology,Copiers,Copiers Model 333,191.96,1,0.1,9.02
6200,US-2018-106199,2018-09-19,2018-09-22,Standard Class,CU-16199,David Johnson,Consumer,United States,Springfield,Illinois,South,OFF-13405,Office Supplies,Appliances,Appliances Model 350,72.35,6,0.3,22.53
6201,US-2018-106200,2018-01-09,2018-01-10,Standard Class,CU-16200,William White,Corporate,United States,Tucson,Arizona,East,FUR-51094,Furniture,Tables,Tables Model 397,944.65,3,0.0,-40.13
6202,US-2020-106201,2020-12-29,2021-01-01,Standard Class,CU-16201,Christopher Miller,Consumer,United States,Houston,Texas,South,FUR-57605,Furniture,Tables,Tables Model 400,1708.06,4,0.0,12.79
6203,US-2019-106202,2019-11-23,2019-11-27,First Class,CU-16202,Patricia Smith,Consumer,United States,Seattle,Washington,Central,TEC-55793,Technology,Accessories,Accessories Model 253,2682.64,9,0.1,478.7
6204,US-2019-106203,2019-12-31,2020-01-04,Standard Class,CU-16203,Barbara Davis,Home Office,United States,Savannah,Georgia,East,TEC-70702,Technology,Phones,Phones Model 519,2469.6,7,0.0,392.76
6205,US-2017-106204,2017-02-22,2017-02-23,First Class,CU-16204,Karen Johnson,Corporate,United States,Spokane,Washington,West,FUR-98899,Furniture,Furnishings,Furnishings Model 831,431.49,1,0.1,8.85
6206,US-2017-106205,2017-01-01,2017-01-08,Second Class,CU-16205,Thomas Brown,Consumer,United States,Springfield,Illinois,West,OFF-41159,Office Supplies,Supplies,Supplies Model 637,301.95,7,0.0,96.15
6207,US-2019-106206,2019-08-20,2019-08-27,First Class,CU-16206,David Williams,Home Office,United States,Orlando,Florida,Central,OFF-51121,Office Supplies,Appliances,Appliances Model 912,72.85,2,0.0,17.89
6208,US-2019-106207,2019-01-26,2019-01-28,Standard Class,CU-16207,Susan Taylor,Consumer,United States,Miami,Florida,East,TEC-29937,Technology,Copiers,Copiers Model 268,212.24,1,0.0,30.99
6209,US-2019-106208,2019-04-12,2019-04-13,Standard Class,CU-16208,Christopher Johnson,Consumer,United States,Raleigh,North Carolina,East,TEC-75060,Technology,Accessories,Accessories Model 836,1035.7,3,0.0,221.82
6210,US-2019-106209,2019-02-28,2019-03-02,Standard Class,CU-16209,Christopher Miller,Consumer,United States,Spokane,Washington,South,FUR-10974,Furniture,Bookcases,Bookcases Model 710,282.96,1,0.2,9.25
6211,US-2018-106210,2018-02-04,2018-02-09,Standard Class,CU-16210,Linda Jackson,Consumer,United States,Atlanta,Georgia,East,OFF-89046,Office Supplies,Supplies,Supplies Model 316,68.02,3,0.2,23.75
6212,US-2018-106211,2018-01-30,2018-02-03,Standard Class,CU-16211,Lisa Harris,Home Office,United States,Columbus,Ohio,Central,OFF-28339,Office Supplies,Storage,Storage Model 182,42.69,6,0.5,6.45
6213,US-2019-106212,2019-04-18,2019-04-23,Standard Class,CU-16212,Nancy Thomas,Consumer,United States,New York City,New York,West,TEC-98328,Technology,Machines,Machines Model 840,2266.54,7,0.0,236.75
6214,US-2017-106213,2017-01-27,2017-02-03,Standard Class,CU-16213,Mary Harris,Consumer,United States,Grand Rapids,Michigan,West,TEC-13701,Technology,Copiers,Copiers Model 224,106.25,1,0.2,12.88
6215,US-2017-106214,2017-12-29,2017-12-30,Second Class,CU-16214,Richard Brown,Consumer,United States,Seattle,Washington,Central,OFF-79573,Office Supplies,Paper,Paper Model 897,118.82,3,0.0,15.73
6216,US-2017-106215,2017-07-22,2017-07-24,Standard Class,CU-16215,Charles Miller,Home Office,United States,Houston,Texas,South,OFF-69368,Office Supplies,Paper,Paper Model 345,97.45,3,0.1,14.91
6217,US-2017-106216,2017-05-07,2017-05-09,Same Day,CU-16216,Linda Wilson,Consumer,United States,Orlando,Florida,Central,TEC-69134,Technology,Accessories,Accessories Model 974,533.51,2,0.2,89.86
6218,US-2018-106217,2018-04-27,2018-05-02,First Class,CU-16217,Jennifer Jackson,Consumer,United States,Grand Rapids,Michigan,South,OFF-15889,Office Supplies,Appliances,Appliances Model 751,221.95,8,0.2,22.54
6219,US-2019-106218,2019-09-04,2019-09-08,Standard Class,CU-16218,James Wilson,Consumer,United States,Tucson,Arizona,South,TEC-94137,Technology,Machines,Machines Model 670,526.54,2,0.3,100.2
6220,US-2019-106219,2019-07-13,2019-07-14,Standard Class,CU-16219,James Thomas,Consumer,United States,San Francisco,California,West,FUR-57335,Furniture,Furnishings,Furnishings Model 561,1512.64,3,0.0,-7.43
6221,US-2020-106220,2020-09-12,2020-09-13,Second Class,CU-16220,Lisa Jones,Consumer,United States,Springfield,Illinois,West,TEC-89040,Technology,Accessories,Accessories Model 897,981.22,8,0.3,171.8
6222,US-2018-106221,2018-10-25,2018-11-01,Second Class,CU-16221,Charles Jones,Corporate,United States,Tampa,Florida,West,TEC-41054,Technology,Machines,Machines Model 145,1867.4,6,0.0,306.72
6223,US-2020-106222,2020-05-19,2020-05-23,Standard Class,CU-16222,Richard Anderson,Corporate,United States,Columbus,Ohio,West,TEC-12037,Technology,Phones,Phones Model 748,2199.27,8,0.0,351.81
6224,US-2019-106223,2019-10-05,2019-10-07,Second Class,CU-16223,Richard Brown,Home Office,United States,Miami,Florida,South,OFF-59183,Office Supplies,Supplies,Supplies Model 841,192.96,6,0.0,61.38
6225,US-2020-106224,2020-12-22,2020-12-27,Standard Class,CU-16224,Mary Johnson,Consumer,United States,Pittsburgh,Pennsylvania,West,FUR-92992,Furniture,Bookcases,Bookcases Model 895,368.31,1,0.3,30.9
6226,US-2018-106225,2018-09-08,2018-09-10,Standard Class,CU-16225,Patricia Williams,Consumer,United States,Phoenix,Arizona,East,FUR-84098,Furniture,Chairs,Chairs Model 707,3170.46,9,0.3,62.83
6227,US-2020-106226,2020-02-16,2020-02-17,Standard Class,CU-16226,Richard Garcia,Consumer,United States,Spokane,Washington,East,TEC-87745,Technology,Copiers,Copiers Model 980,1810.53,7,0.1,319.21
6228,US-2020-106227,2020-11-27,2020-12-02,Standard Class,CU-16227,Karen Davis,Consumer,United States,Philadelphia,Pennsylvania,South,OFF-90767,Office Supplies,Storage,Storage Model 820,67.08,6,0.5,1.65
6229,US-2019-106228,2019-02-02,2019-02-04,Standard Class,CU-16228,Christopher Harris,Consumer,United States,Grand Rapids,Michigan,East,OFF-54209,Office Supplies,Supplies,Supplies Model 258,35.86,6,0.0,5.33
6230,US-2017-106229,2017-01-27,2017-01-30,Standard Class,CU-16229,Barbara Jackson,Consumer,United States,Seattle,Washington,South,OFF-16159,Office Supplies,Storage,Storage Model 116,165.34,9,0.2,34.53
6231,US-2017-106230,2017-02-23,2017-02-25,Standard Class,CU-16230,Susan Wilson,Consumer,United States,Miami,Florida,East,TEC-36255,Technology,Copiers,Copiers Model 227,1396.76,5,0.0,279.92
6232,US-2019-106231,2019-01-27,2019-02-01,Second Class,CU-16231,John Taylor,Consumer,United States,New York City,New York,South,OFF-82885,Office Supplies,Storage,Storage Model 811,203.21,9,0.0,40.23
6233,US-2020-106232,2020-10-30,2020-11-03,Same Day,CU-16232,Lisa Smith,Corporate,United States,Columbus,Ohio,East,OFF-35854,Office Supplies,Supplies,Supplies Model 824,134.44,9,0.1,21.15
6234,US-2020-106233,2020-09-15,2020-09-19,First Class,CU-16233,Barbara Anderson,Consumer,United States,Charlotte,North Carolina,South,OFF-63801,Office Supplies,Storage,Storage Model 432,336.68,7,0.0,86.71
6235,US-2020-106234,2020-05-13,2020-05-20,Standard Class,CU-16234,John Harris,Consumer,United States,Austin,Texas,Central,TEC-59212,Technology,Phones,Phones Model 686,1009.33,6,0.0,236.45
6236,US-2020-106235,2020-05-14,2020-05-17,Standard Class,CU-16235,Karen Taylor,Home Office,United States,Columbus,Ohio,Central,TEC-65292,Technology,Copiers,Copiers Model 608,1877.74,9,0.1,461.45
6237,US-2020-106236,2020-10-01,2020-10-03,First Class,CU-16236,Mary Anderson,Consumer,United States,Raleigh,North Carolina,Central,TEC-36850,Technology,Phones,Phones Model 609,587.4,6,0.1,130.38
6238,US-2019-106237,2019-10-18,2019-10-21,First Class,CU-16237,William Wilson,Consumer,United States,Dallas,Texas,West,OFF-43472,Office Supplies,Paper,Paper Model 777,125.72,5,0.3,22.54
6239,US-2019-106238,2019-03-20,2019-03-24,Standard Class,CU-16238,Michael Jackson,Corporate,United States,Savannah,Georgia,West,FUR-50314,Furniture,Furnishings,Furnishings Model 303,275.56,1,0.0,8.46
6240,US-2017-106239,2017-09-20,2017-09-22,Standard Class,CU-16239,David Anderson,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-52527,Technology,Phones,Phones Model 298,428.87,6,0.5,16.45
6241,US-2020-106240,2020-11-14,2020-11-21,Standard Class,CU-16240,Nancy Garcia,Corporate,United States,Pittsburgh,Pennsylvania,West,OFF-17350,Office Supplies,Binders,Binders Model 549,89.86,7,0.0,20.55
6242,US-2020-106241,2020-02-23,2020-02-26,First Class,CU-16241,David White,Consumer,United States,Chicago,Illinois,South,OFF-11861,Office Supplies,Appliances,Appliances Model 212,377.93,9,0.0,75.2
6243,US-2019-106242,2019-08-05,2019-08-09,Standard Class,CU-16242,Christopher Davis,Corporate,United States,San Francisco,California,South,OFF-62012,Office Supplies,Supplies,Supplies Model 333,65.87,4,0.0,19.88
6244,US-2018-106243,2018-09-24,2018-09-27,Standard Class,CU-16243,Richard Jackson,Consumer,United States,Chicago,Illinois,West,OFF-69234,Office Supplies,Binders,Binders Model 744,229.85,5,0.0,61.85
6245,US-2019-106244,2019-04-27,2019-04-30,Standard Class,CU-16244,Lisa Harris,Home Office,United States,Raleigh,North Carolina,West,TEC-59220,Technology,Phones,Phones Model 326,130.31,1,0.1,25.24
6246,US-2020-106245,2020-03-26,2020-03-30,Standard Class,CU-16245,Mary White,Home Office,United States,Miami,Florida,Central,TEC-59258,Technology,Accessories,Accessories Model 821,1246.39,4,0.0,311.24
6247,US-2020-106246,2020-05-26,2020-05-27,Second Class,CU-16246,Mary Wilson,Corporate,United States,Cleveland,Ohio,West,TEC-25224,Technology,Phones,Phones Model 502,361.69,2,0.3,80.97
6248,US-2017-106247,2017-12-03,2017-12-10,Standard Class,CU-16247,Mary Smith,Corporate,United States,San Francisco,California,Central,FUR-80066,Furniture,Furnishings,Furnishings Model 916,1770.5,7,0.0,30.5
6249,US-2020-106248,2020-04-21,2020-04-22,Standard Class,CU-16248,David Brown,Corporate,United States,Spokane,Washington,East,OFF-86503,Office Supplies,Storage,Storage Model 651,159.02,4,0.2,35.01
6250,US-2018-106249,2018-06-09,2018-06-10,Same Day,CU-16249,Jessica Taylor,Consumer,United States,Phoenix,Arizona,East,OFF-19880,Office Supplies,Binders,Binders Model 237,56.48,7,0.1,7.22
6251,US-2018-106250,2018-01-07,2018-01-10,First Class,CU-16250,Patricia Garcia,Consumer,United States,Philadelphia,Pennsylvania,South,FUR-62235,Furniture,Chairs,Chairs Model 482,546.87,2,0.0,21.02
6252,US-2017-106251,2017-03-23,2017-03-27,Standard Class,CU-16251,Christopher Johnson,Corporate,United States,Phoenix,Arizona,West,TEC-70335,Technology,Accessories,Accessories Model 421,411.23,4,0.0,76.82
6253,US-2018-106252,2018-07-13,2018-07-17,Same Day,CU-16252,Mary Davis,Corporate,United States,Spokane,Washington,West,FUR-59875,Furniture,Chairs,Chairs Model 490,888.61,3,0.0,17.13
6254,US-2019-106253,2019-06-08,2019-06-12,Second Class,CU-16253,Charles Jackson,Corporate,United States,Charlotte,North Carolina,South,FUR-33541,Furniture,Tables,Tables Model 426,665.48,2,0.1,22.06
6255,US-2017-106254,2017-07-16,2017-07-20,Standard Class,CU-16254,Lisa Jones,Consumer,United States,Atlanta,Georgia,East,FUR-16303,Furniture,Furnishings,Furnishings Model 686,878.72,7,0.3,21.97
6256,US-2019-106255,2019-11-22,2019-11-23,Standard Class,CU-16255,Robert Miller,Consumer,United States,Detroit,Michigan,East,OFF-44991,Office Supplies,Storage,Storage Model 383,253.26,9,0.0,56.13
6257,US-2017-106256,2017-09-19,2017-09-24,Second Class,CU-16256,Mary Johnson,Corporate,United States,Tampa,Florida,West,OFF-97324,Office Supplies,Storage,Storage Model 555,107.87,8,0.3,23.34
6258,US-2018-106257,2018-09-07,2018-09-09,Second Class,CU-16257,Richard Williams,Consumer,United States,Atlanta,Georgia,Central,OFF-15156,Office Supplies,Storage,Storage Model 556,32.37,2,0.0,3.3
6259,US-2017-106258,2017-11-01,2017-11-05,Second Class,CU-16258,Patricia Davis,Consumer,United States,Austin,Texas,East,TEC-63261,Technology,Copiers,Copiers Model 226,186.17,2,0.3,24.92
6260,US-2018-106259,2018-04-30,2018-05-04,Second Class,CU-16259,Mary Jones,Consumer,United States,Raleigh,North Carolina,West,FUR-16155,Furniture,Chairs,Chairs Model 568,1251.43,8,0.0,148.31
6261,US-2018-106260,2018-02-26,2018-03-05,Standard Class,CU-16260,Thomas Johnson,Consumer,United States,Phoenix,Arizona,West,FUR-38726,Furniture,Furnishings,Furnishings Model 919,1608.26,8,0.2,108.21
6262,US-2019-106261,2019-04-03,2019-04-05,Standard Class,CU-16261,Michael Brown,Consumer,United States,Chicago,Illinois,South,FUR-22412,Furniture,Tables,Tables Model 153,1443.06,6,0.5,-322.67
6263,US-2018-106262,2018-02-23,2018-02-28,Same Day,CU-16262,Richard Wilson,Consumer,United States,Phoenix,Arizona,South,TEC-90818,Technology,Copiers,Copiers Model 257,888.0,8,0.3,191.19
6264,US-2018-106263,2018-08-23,2018-08-28,Standard Class,CU-16263,Charles Harris,Consumer,United States,San Diego,California,West,TEC-94965,Technology,Accessories,Accessories Model 142,131.26,1,0.0,25.57
6265,US-2018-106264,2018-08-30,2018-09-03,First Class,CU-16264,Charles Brown,Consumer,United States,San Francisco,California,West,OFF-72258,Office Supplies,Supplies,Supplies Model 407,251.41,8,0.0,58.58
6266,US-2017-106265,2017-12-28,2018-01-01,Standard Class,CU-16265,Thomas Anderson,Consumer,United States,Spokane,Washington,West,FUR-89947,Furniture,Chairs,Chairs Model 694,3503.05,9,0.0,256.03
6267,US-2019-106266,2019-08-31,2019-09-01,Standard Class,CU-16266,Barbara Smith,Home Office,United States,New York City,New York,East,OFF-45393,Office Supplies,Appliances,Appliances Model 459,132.28,5,0.3,42.94
6268,US-2019-106267,2019-10-28,2019-11-01,First Class,CU-16267,William Taylor,Consumer,United States,Miami,Florida,South,FUR-93053,Furniture,Bookcases,Bookcases Model 572,2035.43,7,0.0,19.13
6269,US-2017-106268,2017-06-16,2017-06-19,Standard Class,CU-16268,Patricia Wilson,Consumer,United States,San Diego,California,South,FUR-42249,Furniture,Bookcases,Bookcases Model 286,2658.38,8,0.0,143.43
6270,US-2019-106269,2019-02-23,2019-02-28,First Class,CU-16269,Charles Harris,Corporate,United States,San Francisco,California,West,FUR-65444,Furniture,Tables,Tables Model 177,2157.91,6,0.2,137.3
6271,US-2020-106270,2020-10-03,2020-10-08,Standard Class,CU-16270,Barbara Williams,Consumer,United States,Raleigh,North Carolina,Central,FUR-73408,Furniture,Furnishings,Furnishings Model 782,2193.23,5,0.0,184.46
6272,US-2020-106271,2020-05-08,2020-05-11,Second Class,CU-16271,Linda Williams,Consumer,United States,Miami,Florida,South,OFF-93033,Office Supplies,Appliances,Appliances Model 375,11.71,5,0.0,3.4
6273,US-2017-106272,2017-07-21,2017-07-25,Second Class,CU-16272,Barbara Brown,Home Office,United States,Pittsburgh,Pennsylvania,East,TEC-56923,Technology,Phones,Phones Model 670,122.03,1,0.0,17.36
6274,US-2020-106273,2020-09-24,2020-09-29,Standard Class,CU-16273,Michael Davis,Consumer,United States,Columbus,Ohio,West,OFF-44460,Office Supplies,Storage,Storage Model 758,330.53,7,0.0,60.11
6275,US-2019-106274,2019-05-02,2019-05-07,Same Day,CU-16274,Richard Smith,Corporate,United States,Seattle,Washington,West,FUR-34240,Furniture,Chairs,Chairs Model 923,1280.42,8,0.1,39.33
6276,US-2019-106275,2019-11-03,2019-11-07,Same Day,CU-16275,Barbara Johnson,Corporate,United States,Phoenix,Arizona,West,TEC-75226,Technology,Machines,Machines Model 381,728.79,4,0.0,155.76
6277,US-2018-106276,2018-12-24,2018-12-28,First Class,CU-16276,Thomas Harris,Corporate,United States,Phoenix,Arizona,East,FUR-62947,Furniture,Furnishings,Furnishings Model 618,200.49,2,0.2,15.05
6278,US-2020-106277,2020-12-25,2021-01-01,Standard Class,CU-16277,Christopher Harris,Consumer,United States,Tucson,Arizona,West,FUR-17035,Furniture,Tables,Tables Model 482,727.27,3,0.3,59.8
6279,US-2020-106278,2020-12-08,2020-12-09,Same Day,CU-16278,Christopher Anderson,Corporate,United States,Spokane,Washington,East,OFF-88797,Office Supplies,Binders,Binders Model 611,43.47,4,0.1,8.55
6280,US-2019-106279,2019-05-25,2019-06-01,Standard Class,CU-16279,Barbara Brown,Consumer,United States,Spokane,Washington,East,TEC-51641,Technology,Copiers,Copiers Model 156,2733.0,9,0.0,690.5
6281,US-2019-106280,2019-08-23,2019-08-24,Standard Class,CU-16280,John Johnson,Consumer,United States,Phoenix,Arizona,West,OFF-29373,Office Supplies,Paper,Paper Model 800,41.22,2,0.2,11.14
6282,US-2017-106281,2017-10-07,2017-10-08,Standard Class,CU-16281,Robert Anderson,Consumer,United States,Spokane,Washington,East,FUR-65909,Furniture,Tables,Tables Model 287,1750.26,5,0.1,66.06
6283,US-2020-106282,2020-09-03,2020-09-07,Standard Class,CU-16282,James Davis,Home Office,United States,Los Angeles,California,East,TEC-15178,Technology,Accessories,Accessories Model 132,1557.93,5,0.0,111.65
6284,US-2019-106283,2019-07-24,2019-07-28,First Class,CU-16283,Christopher Harris,Consumer,United States,Dallas,Texas,East,TEC-65061,Technology,Accessories,Accessories Model 860,173.97,1,0.0,31.38
6285,US-2019-106284,2019-11-12,2019-11-19,Second Class,CU-16284,Michael Harris,Home Office,United States,Columbus,Ohio,East,TEC-66559,Technology,Machines,Machines Model 973,1181.74,9,0.0,283.4
6286,US-2020-106285,2020-04-07,2020-04-11,First Class,CU-16285,Barbara Anderson,Consumer,United States,Miami,Florida,West,FUR-29391,Furniture,Chairs,Chairs Model 699,1273.72,6,0.1,-52.06
6287,US-2017-106286,2017-08-26,2017-09-02,Standard Class,CU-16286,Linda Wilson,Consumer,United States,San Diego,California,West,OFF-77591,Office Supplies,Appliances,Appliances Model 432,87.09,3,0.0,18.37
6288,US-2018-106287,2018-10-03,2018-10-06,Standard Class,CU-16287,Mary Thomas,Consumer,United States,Charlotte,North Carolina,Central,OFF-59805,Office Supplies,Appliances,Appliances Model 661,154.27,5,0.0,39.54
6289,US-2020-106288,2020-08-12,2020-08-14,Standard Class,CU-16288,Lisa Johnson,Home Office,United States,Tampa,Florida,West,FUR-17879,Furniture,Tables,Tables Model 953,1476.22,7,0.1,90.61
6290,US-2019-106289,2019-11-10,2019-11-17,Same Day,CU-16289,Patricia White,Consumer,United States,Miami,Florida,Central,TEC-73676,Technology,Copiers,Copiers Model 821,1437.63,6,0.2,260.1
6291,US-2020-106290,2020-05-14,2020-05-21,Standard Class,CU-16290,James Brown,Consumer,United States,Detroit,Michigan,Central,OFF-17793,Office Supplies,Paper,Paper Model 274,240.29,9,0.2,49.21
6292,US-2019-106291,2019-08-20,2019-08-23,Standard Class,CU-16291,Richard Taylor,Corporate,United States,Buffalo,New York,Central,FUR-40756,Furniture,Chairs,Chairs Model 574,644.72,2,0.2,-4.86
6293,US-2019-106292,2019-04-30,2019-05-01,Second Class,CU-16292,William Johnson,Consumer,United States,Chicago,Illinois,West,FUR-75047,Furniture,Furnishings,Furnishings Model 996,4076.19,9,0.0,277.7
6294,US-2019-106293,2019-12-14,2019-12-17,Standard Class,CU-16293,Christopher Brown,Consumer,United States,Los Angeles,California,Central,TEC-92043,Technology,Copiers,Copiers Model 254,1897.03,7,0.1,143.42
6295,US-2017-106294,2017-01-05,2017-01-06,Standard Class,CU-16294,Linda Jackson,Consumer,United States,Columbus,Ohio,West,FUR-14950,Furniture,Bookcases,Bookcases Model 683,989.22,2,0.1,87.97
6296,US-2019-106295,2019-04-29,2019-05-04,Standard Class,CU-16295,David Miller,Home Office,United States,Houston,Texas,Central,OFF-91921,Office Supplies,Paper,Paper Model 371,251.14,5,0.0,53.85
6297,US-2017-106296,2017-11-04,2017-11-06,Standard Class,CU-16296,Patricia Thomas,Corporate,United States,Grand Rapids,Michigan,Central,OFF-92596,Office Supplies,Binders,Binders Model 956,231.08,9,0.3,58.03
6298,US-2017-106297,2017-05-06,2017-05-07,Second Class,CU-16297,Charles Brown,Consumer,United States,Springfield,Illinois,South,OFF-13075,Office Supplies,Supplies,Supplies Model 289,10.75,1,0.0,2.24
6299,US-2018-106298,2018-04-15,2018-04-22,Second Class,CU-16298,Michael Smith,Corporate,United States,Springfield,Illinois,East,FUR-44409,Furniture,Bookcases,Bookcases Model 441,401.47,1,0.2,34.99
6300,US-2020-106299,2020-07-21,2020-07-23,Standard Class,CU-16299,David Taylor,Consumer,United States,Detroit,Michigan,Central,OFF-40337,Office Supplies,Storage,Storage Model 824,291.83,7,0.0,55.91
6301,US-2017-106300,2017-01-13,2017-01-14,Standard Class,CU-16300,James Miller,Consumer,United States,Springfield,Illinois,Central,TEC-81390,Technology,Phones,Phones Model 264,2145.16,5,0.0,352.05
6302,US-2019-106301,2019-09-20,2019-09-24,Standard Class,CU-16301,Richard Taylor,Corporate,United States,Philadelphia,Pennsylvania,Central,FUR-11810,Furniture,Bookcases,Bookcases Model 564,668.22,7,0.1,-0.91
6303,US-2018-106302,2018-06-12,2018-06-13,Second Class,CU-16302,Jennifer Wilson,Corporate,United States,Austin,Texas,Central,FUR-88652,Furniture,Chairs,Chairs Model 933,473.4,1,0.2,74.7
6304,US-2018-106303,2018-09-08,2018-09-12,First Class,CU-16303,Linda Anderson,Corporate,United States,Charlotte,North Carolina,South,FUR-17912,Furniture,Furnishings,Furnishings Model 145,1296.37,4,0.0,154.16
6305,US-2019-106304,2019-10-14,2019-10-19,Standard Class,CU-16304,John Taylor,Home Office,United States,Pittsburgh,Pennsylvania,West,FUR-89099,Furniture,Furnishings,Furnishings Model 246,786.86,4,0.0,54.64
6306,US-2017-106305,2017-04-17,2017-04-18,Standard Class,CU-16305,Patricia Brown,Corporate,United States,New York City,New York,Central,FUR-21477,Furniture,Tables,Tables Model 297,1137.42,4,0.0,53.32
6307,US-2017-106306,2017-03-15,2017-03-17,Standard Class,CU-16306,Mary White,Home Office,United States,Pittsburgh,Pennsylvania,Central,OFF-91380,Office Supplies,Paper,Paper Model 357,273.31,8,0.0,35.45
6308,US-2017-106307,2017-10-19,2017-10-22,Standard Class,CU-16307,Patricia Taylor,Consumer,United States,Los Angeles,California,East,OFF-34121,Office Supplies,Supplies,Supplies Model 846,261.03,7,0.0,63.48
6309,US-2019-106308,2019-09-19,2019-09-20,Second Class,CU-16308,Richard Smith,Consumer,United States,Atlanta,Georgia,West,OFF-10351,Office Supplies,Supplies,Supplies Model 250,226.98,6,0.0,38.49
6310,US-2020-106309,2020-03-16,2020-03-21,Second Class,CU-16309,Richard Garcia,Corporate,United States,Dallas,Texas,South,FUR-48896,Furniture,Tables,Tables Model 418,787.36,3,0.0,77.38
6311,US-2019-106310,2019-02-01,2019-02-06,Standard Class,CU-16310,Barbara Harris,Consumer,United States,Charlotte,North Carolina,South,FUR-34463,Furniture,Chairs,Chairs Model 147,1026.68,4,0.1,177.92
6312,US-2017-106311,2017-03-05,2017-03-12,Second Class,CU-16311,Christopher Jones,Corporate,United States,Buffalo,New York,West,OFF-18563,Office Supplies,Appliances,Appliances Model 133,37.94,2,0.2,7.67
